record_id,operation_date,depot,shift,operator_id,machine_id,throughput_barrels,temperature_c,maintenance_flag,voltage_count,incident_type
MO-20260914-ELD-D,14/09/2026,Eldoret,Day,OP-E01,ELD-P02,963.7,12.3,0,224,none
MO-20260804-NAI-D,04/08/2026,Nairobi,Day,OP-N02,NBI-P03,554.0,23.6,1,221,missed_maintenance
MO-20261008-MOM-D,08/10/2026,Mombasa,Day,OP-M02,MBA-P02,1014.8,25.1,0,221,none
MO-20260304-KIS-D,04/03/2026,Kisumu,Day,OP-K03,KSM-P02,1010.2,33.0,0,219,none
MO-20260131-ELD-D,31/01/2026,Eldoret,Day,OP-E02,ELD-P02,939.8,22.9,0,231,none
MO-20261214-ELD-N,14/12/2026,Eldoret,Night,OP-E02,ELD-P01,946.7,17.5,0,225,none
MO-20260828-ELD-N,28/08/2026,Eldoret,Night,OP-E02,ELD-P03,969.6,15.1,0,222,none
MO-20260306-KIS-D,06/03/2026,Kisumu,Day,OP-K02,KSM-P02,1042.8,29.9,0,221,none
MO-20260521-NAI-D,21/05/2026,Nairobi,Day,OP-N04,NBI-P01,1042.0,26.3,0,233,none
MO-20260123-ELD-D,23/01/2026,Eldoret,Day,OP-E03,ELD-P03,983.3,20.8,0,228,none
MO-20260112-ELD-D,12/01/2026,Eldoret,Day,OP-E02,ELD-P02,1090.1,17.9,0,211,none
MO-20261018-KIS-D,18/10/2026,Kisumu,Day,OP-K03,KSM-P01,1051.2,24.1,0,225,none
MO-20260409-NAI-D,09/04/2026,Nairobi,Day,OP-N01,NBI-P03,604.1,29.7,1,227,missed_maintenance
MO-20260317-MOM-D,17/03/2026,Mombasa,Day,OP-M01,MBA-P02,1108.8,35.6,0,232,none
MO-20260925-MOM-N,25/09/2026,Mombasa,Night,OP-M02,MBA-P03,960.4,25.0,0,230,none
MO-20261207-NAI-N,07/12/2026,Nairobi,Night,OP-N02,NBI-P03,636.2,26.2,1,210,missed_maintenance
MO-20261128-ELD-D,28/11/2026,Eldoret,Day,OP-E02,ELD-P02,990.7,16.0,0,211,none
MO-20260404-KIS-D,04/04/2026,Kisumu,Day,OP-K01,KSM-P01,1115.8,27.9,0,231,none
MO-20260711-ELD-D,11/07/2026,Eldoret,Day,OP-E02,ELD-P03,918.6,17.2,0,222,none
MO-20260320-NAI-N,20/03/2026,Nairobi,Night,OP-N05,NBI-P03,702.5,,1,221,missed_maintenance
MO-20260821-MOM-N,21/08/2026,Mombasa,Night,OP-M01,MBA-P01,999.0,24.7,0,220,none
MO-20261211-ELD-D,11/12/2026,Eldoret,Day,OP-E01,ELD-P02,1086.6,19.0,0,211,none
MO-20260825-ELD-N,25/08/2026,Eldoret,Night,OP-E01,ELD-P01,925.9,13.2,0,222,none
MO-20261027-MOM-N,27/10/2026,Mombasa,Night,OP-M04,MBA-P03,965.0,30.5,0,228,none
MO-20260102-MOM-D,02/01/2026,Mombasa,Day,OP-M03,MBA-P02,1142.1,36.9,0,219,none
MO-20261202-KIS-D,02/12/2026,Kisumu,Day,OP-K03,KSM-P03,1035.5,29.6,0,218,none
MO-20260619-ELD-N,19/06/2026,Eldoret,Night,OP-E02,ELD-P02,874.0,20.9,0,227,none
MO-20260719-KIS-D,19/07/2026,Kisumu,Day,OP-K01,KSM-P03,1014.0,26.0,0,213,none
MO-20260508-NAI-D,08/05/2026,Nairobi,Day,OP-N02,NBI-P03,612.0,25.4,1,230,missed_maintenance
MO-20260307-MOM-D,07/03/2026,Mombasa,Day,OP-M04,MBA-P03,1073.7,35.1,0,215,none
MO-20260427-NAI-D,27/04/2026,Nairobi,Day,OP-N01,NBI-P03,672.5,29.0,1,232,missed_maintenance
MO-20260517-MOM-D,17/05/2026,Mombasa,Day,OP-M03,MBA-P01,1055.0,33.5,0,222,none
MO-20261025-ELD-N,25/10/2026,Eldoret,Night,OP-E03,ELD-P03,839.3,11.6,0,224,none
MO-20260815-ELD-N,15/08/2026,Eldoret,Night,OP-E01,ELD-P02,906.4,13.4,0,218,none
MO-20260109-ELD-N,09/01/2026,Eldoret,Night,OP-E02,ELD-P01,1027.3,24.2,0,221,none
MO-20260223-KIS-D,23/02/2026,Kisumu,Day,OP-K02,KSM-P01,982.9,32.4,0,219,none
MO-20260702-MOM-D,02/07/2026,Mombasa,Day,OP-M03,MBA-P01,975.8,26.8,0,221,none
MO-20260729-MOM-N,29/07/2026,Mombasa,Night,OP-M03,MBA-P01,1036.1,23.5,0,220,none
MO-20260813-NAI-D,13/08/2026,Nairobi,Day,OP-N05,NBI-P03,720.0,22.6,1,223,missed_maintenance
MO-20260608-NAI-D,08/06/2026,Nairobi,Day,OP-N01,NBI-P03,577.2,24.8,1,217,missed_maintenance
MO-20260831-KIS-N,31/08/2026,Kisumu,Night,OP-K03,KSM-P02,982.4,24.3,0,219,none
MO-20260701-KIS-D,01/07/2026,Kisumu,Day,OP-K01,KSM-P01,971.6,24.1,0,225,none
MO-20260526-ELD-N,26/05/2026,Eldoret,Night,OP-E02,ELD-P03,943.2,20.9,0,219,none
MO-20260330-MOM-N,30/03/2026,Mombasa,Night,OP-M04,MBA-P01,987.7,34.5,0,207,none
MO-20260227-ELD-N,27/02/2026,Eldoret,Night,OP-E02,ELD-P02,912.8,25.0,0,217,none
MO-20260713-NAI-N,13/07/2026,Nairobi,Night,OP-N02,NBI-P01,933.1,22.7,0,218,none
MO-20261023-ELD-N,23/10/2026,Eldoret,Night,OP-E01,ELD-P03,811.5,15.4,0,221,none
MO-20260719-ELD-N,19/07/2026,Eldoret,Night,OP-E01,ELD-P03,897.1,14.2,0,216,none
MO-20260915-KIS-D,15/09/2026,Kisumu,Day,OP-K02,KSM-P03,1004.0,19.7,0,218,none
MO-20260215-NAI-D,15/02/2026,Nairobi,Day,OP-N03,NBI-P03,741.5,26.8,1,222,missed_maintenance
MO-20260611-KIS-N,11/06/2026,Kisumu,Night,OP-K02,KSM-P03,1017.0,27.5,0,215,none
MO-20260810-MOM-D,10/08/2026,Mombasa,Day,OP-M02,MBA-P01,1058.7,29.2,0,227,none
MO-20260513-NAI-N,13/05/2026,Nairobi,Night,OP-N01,NBI-P03,576.4,26.8,1,220,missed_maintenance
MO-20261027-KIS-N,27/10/2026,Kisumu,Night,OP-K02,KSM-P02,877.7,24.0,0,217,none
MO-20260115-NAI-N,15/01/2026,Nairobi,Night,OP-N02,NBI-P03,941.5,25.8,0,209,none
MO-20261005-ELD-N,05/10/2026,Eldoret,Night,OP-E01,ELD-P01,972.7,13.5,0,218,none
MO-20260324-NAI-D,24/03/2026,Nairobi,Day,OP-N01,NBI-P03,381.0,27.9,1,226,operator_blunder
MO-20260121-ELD-D,21/01/2026,Eldoret,Day,OP-E03,ELD-P03,1002.5,19.8,0,226,none
MO-20261126-KIS-N,26/11/2026,Kisumu,Night,OP-K02,KSM-P03,902.2,26.2,0,214,none
MO-20261208-KIS-D,08/12/2026,Kisumu,Day,OP-K02,KSM-P02,1045.8,25.7,0,226,none
MO-20260819-KIS-N,19/08/2026,Kisumu,Night,OP-K02,KSM-P02,972.2,21.9,0,211,none
MO-20260108-NAI-D,08/01/2026,Nairobi,Day,OP-N01,NBI-P04,959.6,29.8,0,216,none
MO-20260814-KIS-D,14/08/2026,Kisumu,Day,OP-K01,KSM-P03,1034.3,20.5,0,222,none
MO-20261104-NAI-N,04/11/2026,Nairobi,Night,OP-N01,NBI-P03,566.3,20.0,1,220,missed_maintenance
MO-20260529-MOM-D,29/05/2026,Mombasa,Day,OP-M03,MBA-P01,1140.3,32.8,0,227,none
MO-20260509-MOM-D,09/05/2026,Mombasa,Day,OP-M04,MBA-P03,1078.0,34.0,0,223,none
MO-20261114-NAI-N,14/11/2026,Nairobi,Night,OP-N03,NBI-P03,571.2,22.3,1,219,missed_maintenance
MO-20260627-ELD-N,27/06/2026,Eldoret,Night,OP-E03,ELD-P02,958.3,18.0,0,214,none
MO-20260525-NAI-N,25/05/2026,Nairobi,Night,OP-N01,NBI-P03,625.6,25.3,1,224,missed_maintenance
MO-20261012-NAI-N,12/10/2026,Nairobi,Night,OP-N02,NBI-P03,622.9,19.1,1,232,missed_maintenance
MO-20260708-MOM-D,08/07/2026,Mombasa,Day,OP-M02,MBA-P02,1080.6,26.8,0,224,none
MO-20260409-NAI-N,09/04/2026,Nairobi,Night,OP-N05,NBI-P01,1121.8,30.2,0,229,none
MO-20261019-KIS-D,19/10/2026,Kisumu,Day,OP-K02,KSM-P01,962.9,23.9,0,234,none
MO-20260425-KIS-D,25/04/2026,Kisumu,Day,OP-K02,KSM-P03,1072.4,32.2,0,216,none
MO-20260904-ELD-N,04/09/2026,Eldoret,Night,OP-E03,ELD-P01,897.7,15.5,0,214,none
MO-20260531-KIS-N,31/05/2026,Kisumu,Night,OP-K03,KSM-P02,1029.0,28.2,0,219,none
MO-20260703-NAI-D,03/07/2026,Nairobi,Day,OP-N04,NBI-P03,684.3,23.5,1,223,missed_maintenance
MO-20261221-MOM-D,21/12/2026,Mombasa,Day,OP-M01,MBA-P03,1056.7,33.0,0,220,none
MO-20261001-ELD-N,01/10/2026,Eldoret,Night,OP-E01,ELD-P02,986.0,14.9,0,227,none
MO-20260101-ELD-D,01/01/2026,Eldoret,Day,OP-E03,ELD-P03,924.7,18.8,0,220,none
MO-20260510-ELD-D,10/05/2026,Eldoret,Day,OP-E01,ELD-P01,961.5,21.2,0,224,none
MO-20260203-KIS-N,03/02/2026,Kisumu,Night,OP-K02,KSM-P02,954.9,31.0,0,228,none
MO-20260430-KIS-N,30/04/2026,Kisumu,Night,OP-K03,KSM-P01,854.2,29.3,0,226,none
MO-20261226-ELD-N,26/12/2026,Eldoret,Night,OP-E01,ELD-P02,842.0,17.2,0,218,none
MO-20260921-NAI-N,21/09/2026,Nairobi,Night,OP-N02,NBI-P03,568.8,19.0,1,225,missed_maintenance
MO-20260821-ELD-D,21/08/2026,Eldoret,Day,OP-E02,ELD-P02,955.5,12.5,0,230,none
MO-20260228-MOM-N,28/02/2026,Mombasa,Night,OP-M02,MBA-P01,904.0,36.1,0,224,none
MO-20260820-MOM-D,20/08/2026,Mombasa,Day,OP-M02,MBA-P01,965.1,25.2,0,220,none
MO-20260221-NAI-D,21/02/2026,Nairobi,Day,OP-N03,NBI-P03,641.7,27.6,1,214,missed_maintenance
MO-20260830-KIS-N,30/08/2026,Kisumu,Night,OP-K02,KSM-P03,909.5,24.9,0,217,none
MO-20260808-ELD-D,08/08/2026,Eldoret,Day,OP-E02,ELD-P01,963.8,13.7,0,214,none
MO-20260630-MOM-D,30/06/2026,Mombasa,Day,OP-M04,MBA-P02,965.6,30.4,0,228,none
MO-20261008-NAI-D,08/10/2026,Nairobi,Day,OP-N05,NBI-P01,1069.2,18.7,0,222,none
MO-20260708-ELD-D,08/07/2026,Eldoret,Day,OP-E01,ELD-P01,975.7,17.5,0,224,none
MO-20260124-KIS-N,24/01/2026,Kisumu,Night,OP-K03,KSM-P03,1023.2,30.3,0,205,none
MO-20260415-ELD-N,15/04/2026,Eldoret,Night,OP-E03,ELD-P01,980.3,21.2,0,209,none
MO-20261007-NAI-D,07/10/2026,Nairobi,Day,OP-N01,NBI-P03,637.4,21.0,1,224,missed_maintenance
MO-20260503-MOM-D,03/05/2026,Mombasa,Day,OP-M04,MBA-P03,1143.1,33.6,0,218,none
MO-20261023-MOM-D,23/10/2026,Mombasa,Day,OP-M02,MBA-P02,1021.7,27.7,0,228,none
MO-20260926-NAI-D,26/09/2026,Nairobi,Day,OP-N01,NBI-P03,642.6,20.2,1,229,missed_maintenance
MO-20260831-NAI-N,31/08/2026,Nairobi,Night,OP-N05,NBI-P03,563.1,21.0,1,219,missed_maintenance
MO-20260530-ELD-N,30/05/2026,Eldoret,Night,OP-E01,ELD-P03,977.6,22.1,0,214,none
MO-20260128-ELD-D,28/01/2026,Eldoret,Day,OP-E02,ELD-P03,1029.4,19.1,0,221,none
MO-20260501-ELD-D,01/05/2026,Eldoret,Day,OP-E02,ELD-P02,925.9,20.8,0,224,none
MO-20260131-KIS-N,31/01/2026,Kisumu,Night,OP-K03,KSM-P02,1027.8,27.4,0,222,none
MO-20260706-KIS-N,06/07/2026,Kisumu,Night,OP-K01,KSM-P01,,23.0,0,214,none
MO-20261130-NAI-N,30/11/2026,Nairobi,Night,OP-N04,NBI-P03,535.2,22.6,1,229,missed_maintenance
MO-20261104-ELD-N,04/11/2026,Eldoret,Night,OP-E03,ELD-P03,894.3,15.1,0,217,none
MO-20260322-KIS-D,22/03/2026,Kisumu,Day,OP-K01,KSM-P01,1025.2,29.8,0,218,none
MO-20260726-KIS-N,26/07/2026,Kisumu,Night,OP-K03,KSM-P01,925.1,23.7,0,225,none
MO-20261011-MOM-D,11/10/2026,Mombasa,Day,OP-M02,MBA-P02,1007.0,27.3,0,221,none
MO-20260807-ELD-D,07/08/2026,Eldoret,Day,OP-E02,ELD-P03,1054.8,13.5,0,220,none
MO-20260826-NAI-D,26/08/2026,Nairobi,Day,OP-N02,NBI-P03,609.8,19.5,1,238,missed_maintenance
MO-20261115-ELD-N,15/11/2026,Eldoret,Night,OP-E02,ELD-P03,945.4,16.1,0,217,none
MO-20260410-NAI-D,10/04/2026,Nairobi,Day,OP-N04,NBI-P03,763.2,25.1,1,234,missed_maintenance
MO-20260711-NAI-N,11/07/2026,Nairobi,Night,OP-N05,NBI-P03,499.7,25.0,1,223,missed_maintenance
MO-20260911-KIS-N,11/09/2026,Kisumu,Night,OP-K03,KSM-P02,902.6,23.7,0,223,none
MO-20260221-NAI-N,21/02/2026,Nairobi,Night,OP-N03,NBI-P03,651.6,25.2,1,213,missed_maintenance
MO-20260422-ELD-D,22/04/2026,Eldoret,Day,OP-E02,ELD-P03,869.7,24.6,0,220,none
MO-20260330-MOM-D,30/03/2026,Mombasa,Day,OP-M03,MBA-P03,856.9,32.8,0,218,operator_blunder
MO-20260730-ELD-D,30/07/2026,Eldoret,Day,OP-E03,ELD-P01,980.0,14.6,0,222,none
MO-20260320-MOM-N,20/03/2026,Mombasa,Night,OP-M04,MBA-P03,1009.4,34.5,0,228,none
MO-20260118-KIS-D,18/01/2026,Kisumu,Day,OP-K01,KSM-P01,1010.4,31.4,0,223,none
MO-20260416-NAI-N,16/04/2026,Nairobi,Night,OP-N02,NBI-P03,607.9,27.8,1,215,missed_maintenance
MO-20260903-NAI-N,03/09/2026,Nairobi,Night,OP-N01,NBI-P03,624.2,21.1,1,222,missed_maintenance
MO-20260521-KIS-D,21/05/2026,Kisumu,Day,OP-K03,KSM-P02,1004.0,30.5,0,235,none
MO-20260211-NAI-N,11/02/2026,Nairobi,Night,OP-N04,NBI-P03,602.2,26.2,1,223,missed_maintenance
MO-20260212-KIS-D,12/02/2026,Kisumu,Day,OP-K01,KSM-P03,997.3,29.9,0,231,none
MO-20260929-KIS-D,29/09/2026,Kisumu,Day,OP-K01,KSM-P01,977.9,23.9,0,229,none
MO-20260727-MOM-D,27/07/2026,Mombasa,Day,OP-M04,MBA-P03,1060.1,27.6,0,228,none
MO-20260424-NAI-D,24/04/2026,Nairobi,Day,OP-N03,NBI-P03,427.1,28.3,1,222,operator_blunder
MO-20260521-ELD-D,21/05/2026,Eldoret,Day,OP-E02,ELD-P02,952.5,20.4,0,209,none
MO-20260412-NAI-D,12/04/2026,Nairobi,Day,OP-N04,NBI-P03,694.7,29.4,1,237,missed_maintenance
MO-20260829-MOM-N,29/08/2026,Mombasa,Night,OP-M02,MBA-P03,962.3,24.3,0,214,none
MO-20260613-NAI-N,13/06/2026,Nairobi,Night,OP-N01,NBI-P03,540.2,22.7,1,215,missed_maintenance
MO-20260117-MOM-D,17/01/2026,Mombasa,Day,OP-M02,MBA-P01,1062.0,30.8,0,237,none
MO-20260703-ELD-N,03/07/2026,Eldoret,Night,OP-E03,ELD-P03,886.3,20.0,0,218,none
MO-20260602-MOM-D,02/06/2026,Mombasa,Day,OP-M01,MBA-P02,1038.2,31.3,0,225,none
MO-20260928-ELD-N,28/09/2026,Eldoret,Night,OP-E01,ELD-P02,848.5,14.3,0,217,none
MO-20260523-NAI-N,23/05/2026,Nairobi,Night,OP-N01,NBI-P01,937.3,26.9,0,208,none
MO-20260819-ELD-N,19/08/2026,Eldoret,Night,OP-E02,ELD-P02,882.4,16.3,0,220,none
MO-20260510-MOM-D,10/05/2026,Mombasa,Day,OP-M01,MBA-P01,1044.3,32.2,0,215,none
MO-20260202-NAI-N,02/02/2026,Nairobi,Night,OP-N05,NBI-P03,664.2,24.6,1,215,missed_maintenance
MO-20261210-NAI-N,10/12/2026,Nairobi,Night,OP-N01,NBI-P03,569.1,21.1,1,216,missed_maintenance
MO-20260728-ELD-D,28/07/2026,Eldoret,Day,,ELD-P01,994.7,12.9,0,225,none
MO-20260425-NAI-D,25/04/2026,Nairobi,Day,OP-N03,NBI-P03,674.1,29.1,1,220,missed_maintenance
MO-20260528-MOM-D,28/05/2026,Mombasa,Day,OP-M03,MBA-P02,1089.9,32.1,0,220,none
MO-20261225-NAI-N,25/12/2026,Nairobi,Night,OP-N05,NBI-P03,591.5,23.8,1,217,missed_maintenance
MO-20260427-ELD-N,27/04/2026,Eldoret,Night,OP-E01,ELD-P01,572.0,22.8,0,221,brief_equipment_fault
MO-20260412-KIS-N,12/04/2026,Kisumu,Night,OP-K02,KSM-P03,1013.3,32.9,0,213,none
MO-20260325-KIS-N,25/03/2026,Kisumu,Night,OP-K02,KSM-P03,1022.9,32.0,0,217,none
MO-20260103-MOM-D,03/01/2026,Mombasa,Day,OP-M04,MBA-P03,1083.6,30.9,0,220,none
MO-20260825-MOM-N,25/08/2026,Mombasa,Night,OP-M02,MBA-P02,824.3,25.7,0,223,none
MO-20260128-ELD-N,28/01/2026,Eldoret,Night,OP-E03,ELD-P03,1032.8,21.2,0,222,none
MO-20260109-KIS-D,09/01/2026,Kisumu,Day,OP-K02,KSM-P01,927.1,31.7,0,227,none
MO-20261124-NAI-N,24/11/2026,Nairobi,Night,OP-N03,NBI-P03,637.9,23.2,1,213,missed_maintenance
MO-20260619-NAI-N,19/06/2026,Nairobi,Night,OP-N01,NBI-P03,614.7,27.2,1,223,missed_maintenance
MO-20260103-NAI-N,03/01/2026,Nairobi,Night,OP-N02,NBI-P01,999.6,27.9,0,219,none
MO-20260713-ELD-N,13/07/2026,Eldoret,Night,OP-E02,ELD-P03,801.3,16.5,0,210,none
MO-20260306-ELD-D,06/03/2026,Eldoret,Day,OP-E01,ELD-P01,960.7,23.6,0,236,none
MO-20260820-KIS-D,20/08/2026,Kisumu,Day,OP-K03,KSM-P03,909.2,20.1,0,218,none
MO-20260412-KIS-D,12/04/2026,Kisumu,Day,OP-K02,KSM-P02,1023.1,32.8,0,222,none
MO-20260201-ELD-D,01/02/2026,Eldoret,Day,OP-E02,ELD-P03,949.2,23.6,0,218,none
MO-20261223-NAI-D,23/12/2026,Nairobi,Day,OP-N01,NBI-P03,578.4,25.5,1,222,missed_maintenance
MO-20260513-KIS-N,13/05/2026,Kisumu,Night,OP-K01,KSM-P03,1005.9,30.2,0,209,none
MO-20261126-KIS-D,26/11/2026,Kisumu,Day,OP-K02,KSM-P01,1038.4,23.0,0,224,none
MO-20260107-KIS-N,07/01/2026,Kisumu,Night,OP-K02,KSM-P02,944.7,26.8,0,234,none
MO-20260501-NAI-N,01/05/2026,Nairobi,Night,OP-N02,NBI-P03,687.2,27.3,1,227,missed_maintenance
MO-20260217-ELD-D,17/02/2026,Eldoret,Day,OP-E02,ELD-P02,1037.5,24.2,0,222,none
MO-20261016-KIS-D,16/10/2026,Kisumu,Day,OP-K02,KSM-P03,1006.9,22.7,0,231,none
MO-20260308-NAI-N,08/03/2026,Nairobi,Night,OP-N05,NBI-P01,1019.1,30.8,0,222,none
MO-20261223-KIS-N,23/12/2026,Kisumu,Night,OP-K01,KSM-P01,807.6,27.6,0,217,none
MO-20260910-MOM-N,10/09/2026,Mombasa,Night,OP-M01,MBA-P03,914.9,25.2,0,222,none
MO-20260304-MOM-N,04/03/2026,Mombasa,Night,OP-M04,MBA-P01,995.6,32.5,0,215,none
MO-20260221-ELD-D,21/02/2026,Eldoret,Day,OP-E03,ELD-P02,966.7,21.8,0,226,none
MO-20260626-KIS-D,26/06/2026,Kisumu,Day,OP-K01,KSM-P01,1015.6,27.2,0,231,none
MO-20260613-KIS-N,13/06/2026,Kisumu,Night,OP-K01,KSM-P03,942.3,26.3,0,222,none
MO-20260812-NAI-N,12/08/2026,Nairobi,Night,OP-N01,NBI-P03,554.3,20.4,1,220,missed_maintenance
MO-20261103-MOM-N,03/11/2026,Mombasa,Night,OP-M01,MBA-P02,1056.9,27.5,0,212,none
MO-20261113-KIS-N,13/11/2026,Kisumu,Night,OP-K01,KSM-P01,952.3,20.5,0,210,none
MO-20260329-MOM-D,29/03/2026,Mombasa,Day,OP-M03,MBA-P02,1043.9,33.9,0,216,none
MO-20260323-KIS-N,23/03/2026,Kisumu,Night,OP-K01,KSM-P02,917.8,30.6,0,227,none
MO-20260901-NAI-N,01/09/2026,Nairobi,Night,OP-N01,NBI-P03,701.2,20.8,1,217,missed_maintenance
MO-20260721-NAI-N,21/07/2026,Nairobi,Night,OP-N04,NBI-P03,656.0,17.7,1,222,missed_maintenance
MO-20260614-NAI-N,14/06/2026,Nairobi,Night,OP-N02,NBI-P03,632.3,24.2,1,228,missed_maintenance
MO-20260803-KIS-N,03/08/2026,Kisumu,Night,OP-K01,KSM-P03,896.2,22.2,0,220,none
MO-20260623-MOM-D,23/06/2026,Mombasa,Day,OP-M02,MBA-P01,963.9,26.9,0,230,none
MO-20260713-MOM-N,13/07/2026,Mombasa,Night,OP-M02,MBA-P01,1004.6,28.4,0,219,none
MO-20260104-ELD-N,04/01/2026,Eldoret,Night,OP-E01,ELD-P03,956.2,19.6,0,215,none
MO-20261110-MOM-D,10/11/2026,Mombasa,Day,OP-M01,MBA-P03,1047.2,29.4,0,225,none
MO-20260720-ELD-D,20/07/2026,Eldoret,Day,OP-E01,ELD-P03,994.6,15.6,0,231,none
MO-20260214-NAI-N,14/02/2026,Nairobi,Night,OP-N04,NBI-P03,603.9,27.9,1,209,missed_maintenance
MO-20261206-KIS-N,06/12/2026,Kisumu,Night,OP-K01,KSM-P01,894.2,29.3,0,226,none
MO-20261103-MOM-D,03/11/2026,Mombasa,Day,OP-M04,MBA-P03,1137.8,26.5,0,223,none
MO-20260712-KIS-D,12/07/2026,Kisumu,Day,OP-K01,KSM-P02,956.2,23.4,0,231,none
MO-20260106-ELD-N,06/01/2026,Eldoret,Night,OP-E03,ELD-P02,1044.9,21.2,0,212,none
MO-20260722-KIS-N,22/07/2026,Kisumu,Night,OP-K02,KSM-P01,904.4,20.3,0,213,none
MO-20261230-NAI-N,30/12/2026,Nairobi,Night,OP-N04,NBI-P03,592.5,27.8,1,227,missed_maintenance
MO-20260915-NAI-D,15/09/2026,Nairobi,Day,OP-N02,NBI-P03,742.2,21.0,1,231,missed_maintenance
MO-20260805-KIS-D,05/08/2026,Kisumu,Day,OP-K03,KSM-P01,1097.8,25.3,0,222,none
MO-20261108-MOM-N,08/11/2026,Mombasa,Night,OP-M04,MBA-P01,980.2,24.5,0,226,none
MO-20261009-MOM-N,09/10/2026,Mombasa,Night,OP-M04,MBA-P02,992.4,24.8,0,221,none
MO-20260824-ELD-N,24/08/2026,Eldoret,Night,OP-E03,ELD-P01,911.0,17.7,0,224,none
MO-20260124-ELD-D,24/01/2026,Eldoret,Day,OP-E02,ELD-P03,947.2,22.1,0,229,none
MO-20260128-NAI-D,28/01/2026,Nairobi,Day,OP-N03,NBI-P03,1069.6,28.3,0,215,none
MO-20260310-MOM-D,10/03/2026,Mombasa,Day,OP-M03,MBA-P03,1145.6,34.0,0,222,none
MO-20260625-NAI-D,25/06/2026,Nairobi,Day,OP-N02,NBI-P03,603.9,23.0,1,229,missed_maintenance
MO-20260413-MOM-D,13/04/2026,Mombasa,Day,OP-M02,MBA-P01,1003.5,34.1,0,217,none
MO-20261217-NAI-N,17/12/2026,Nairobi,Night,OP-N03,NBI-P03,656.4,22.6,1,233,missed_maintenance
MO-20260527-MOM-D,27/05/2026,Mombasa,Day,OP-M01,MBA-P03,1050.5,30.2,0,222,none
MO-20260819-ELD-D,19/08/2026,Eldoret,Day,OP-E02,ELD-P01,1023.1,12.6,0,213,none
MO-20260105-MOM-N,05/01/2026,Mombasa,Night,OP-M04,MBA-P03,1117.8,31.6,0,222,none
MO-20260324-KIS-N,24/03/2026,Kisumu,Night,OP-K03,KSM-P03,936.9,31.6,0,221,none
MO-20261106-ELD-D,06/11/2026,Eldoret,Day,OP-E03,ELD-P03,954.5,19.1,0,224,none
MO-20260918-MOM-D,18/09/2026,Mombasa,Day,OP-M02,MBA-P03,1106.7,26.8,0,215,none
MO-20260206-MOM-N,06/02/2026,Mombasa,Night,OP-M03,MBA-P02,1127.2,34.2,0,218,none
MO-20260902-NAI-N,02/09/2026,Nairobi,Night,OP-N02,NBI-P04,1033.3,16.7,0,223,none
MO-20261018-KIS-N,18/10/2026,Kisumu,Night,OP-K03,KSM-P03,991.0,22.8,0,204,none
MO-20261111-MOM-N,11/11/2026,Mombasa,Night,OP-M02,MBA-P03,1022.4,26.2,0,218,none
MO-20261017-NAI-N,17/10/2026,Nairobi,Night,OP-N01,NBI-P03,616.3,21.7,1,236,missed_maintenance
MO-20261116-KIS-N,16/11/2026,Kisumu,Night,OP-K01,KSM-P02,928.8,27.9,0,220,none
MO-20261128-KIS-N,28/11/2026,Kisumu,Night,OP-K02,KSM-P01,1006.0,25.4,0,231,none
MO-20260714-NAI-D,14/07/2026,Nairobi,Day,OP-N01,NBI-P03,569.0,22.6,1,223,missed_maintenance
MO-20261216-ELD-D,16/12/2026,Eldoret,Day,OP-E03,ELD-P03,973.8,20.1,0,216,none
MO-20261119-KIS-D,19/11/2026,Kisumu,Day,OP-K03,KSM-P03,1045.2,25.6,0,218,none
MO-20260924-MOM-N,24/09/2026,Mombasa,Night,OP-M02,MBA-P02,956.2,25.5,0,214,none
MO-20260310-NAI-D,10/03/2026,Nairobi,Day,OP-N03,NBI-P03,694.6,26.2,1,227,missed_maintenance
MO-20260617-ELD-N,17/06/2026,Eldoret,Night,OP-E03,ELD-P03,995.8,18.4,0,227,none
MO-20260111-NAI-D,11/01/2026,Nairobi,Day,OP-N01,NBI-P02,1186.2,26.9,0,216,none
MO-20260911-NAI-N,11/09/2026,Nairobi,Night,OP-N02,NBI-P03,606.1,20.5,1,221,missed_maintenance
MO-20260708-NAI-D,08/07/2026,Nairobi,Day,OP-N04,NBI-P03,623.4,22.9,1,224,missed_maintenance
MO-20260328-ELD-D,28/03/2026,Eldoret,Day,OP-E01,ELD-P02,999.5,21.9,0,229,none
MO-20260430-KIS-D,30/04/2026,Kisumu,Day,OP-K01,KSM-P01,1063.8,31.0,0,224,none
MO-20260531-MOM-D,31/05/2026,Mombasa,Day,OP-M02,MBA-P02,1108.3,30.5,0,230,none
MO-20260621-MOM-D,21/06/2026,Mombasa,Day,OP-M04,MBA-P02,1071.7,30.0,0,220,none
MO-20260411-KIS-N,11/04/2026,Kisumu,Night,OP-K01,KSM-P03,963.5,28.8,0,213,none
MO-20261015-NAI-D,15/10/2026,Nairobi,Day,OP-N02,NBI-P03,534.0,21.8,1,211,missed_maintenance
MO-20260315-KIS-D,15/03/2026,Kisumu,Day,OP-K02,KSM-P03,1051.7,28.4,0,223,none
MO-20260504-MOM-D,04/05/2026,Mombasa,Day,OP-M04,MBA-P01,1015.7,29.7,0,234,none
MO-20260730-KIS-N,30/07/2026,Kisumu,Night,OP-K01,KSM-P02,1022.9,23.0,0,228,none
MO-20260130-NAI-D,30/01/2026,Nairobi,Day,OP-N05,NBI-P02,1122.0,27.2,0,220,none
