date,pipeline_id,avg_pressure_psi,max_pressure_psi,flow_rate_gpm
2026-07-01,PL-001,191.6,214.59,1003.25
2026-06-25,PL-001,262.21,293.68,1189.61
2026-06-25,PL-001,161.53,180.91,789.84
2026-06-27,PL-001,201.48,225.66,673.14
2026-07-01,PL-001,141.55,158.54,745.12
2026-07-01,PL-001,191.44,214.41,1253.69
2026-07-01,PL-001,279.55,313.1,1097.94
2026-06-29,PL-001,153.69,172.13,654.89
2026-06-25,PL-001,170.01,190.41,717.2
2026-06-26,PL-001,267.67,299.79,789.75
2026-07-01,PL-001,128.53,143.95,911.64
2026-06-25,PL-001,144.09,161.38,959.35
2026-06-26,PL-001,182.52,204.42,761.04
2026-06-30,PL-001,131.47,147.25,629.78
2026-06-28,PL-001,159.81,178.99,1264.84
2026-07-01,PL-001,181.43,203.2,972.96
2026-07-01,PL-001,190.4,213.25,980.95
2026-07-01,PL-001,162.28,181.75,1240.84
2026-07-01,PL-001,255.25,285.88,822.87
2026-06-30,PL-001,242.58,271.69,626.36
2026-06-28,PL-001,178.64,200.08,1080.18
2026-06-29,PL-001,162.86,182.4,603.7
2026-07-01,PL-001,245.91,275.42,1300.81
2026-06-27,PL-001,230.28,257.91,910.19
2026-06-29,PL-001,254.25,284.76,602.75
2026-06-28,PL-001,222.77,249.5,1091.56
2026-07-01,PL-001,233.23,261.22,820.97
2026-06-27,PL-001,130.25,145.88,1099.52
2026-06-30,PL-001,247.82,277.56,858.0
2026-06-29,PL-001,275.82,308.92,752.78
2026-06-30,PL-001,261.91,293.34,1068.36
2026-06-27,PL-001,270.26,302.69,971.29
2026-06-27,PL-001,269.32,301.64,1076.27
2026-06-29,PL-001,193.89,217.16,1086.12
2026-06-29,PL-001,255.61,286.28,831.06
2026-07-01,PL-001,176.01,197.13,627.01
2026-06-30,PL-001,194.1,217.39,1039.0
2026-06-27,PL-001,274.3,307.22,691.71
2026-06-26,PL-001,205.26,229.89,1356.99
2026-06-28,PL-001,259.49,290.63,763.39
2026-06-28,PL-001,148.71,166.56,977.89
2026-06-30,PL-001,147.99,165.75,1017.08
2026-06-26,PL-001,211.53,236.91,937.65
2026-07-01,PL-001,255.46,286.12,1313.13
2026-06-27,PL-001,129.49,145.03,675.09
2026-06-29,PL-001,9999.0,11198.88,883.91
2026-06-25,PL-001,224.76,251.73,988.93
2026-06-27,PL-001,268.86,301.12,818.18
2026-06-27,PL-001,233.78,261.83,802.69
2026-07-01,PL-001,175.61,196.68,603.22
2026-06-30,PL-001,264.98,296.78,864.61
2026-07-01,PL-001,164.33,184.05,1139.4
2026-07-01,PL-001,164.0,183.68,939.83
2026-06-30,PL-001,178.92,200.39,1172.68
2026-07-01,PL-001,216.3,242.26,837.7
2026-07-01,PL-001,154.22,172.73,1054.19
2026-06-27,PL-001,277.54,310.84,1358.61
2026-06-25,PL-001,222.15,248.81,1395.59
2026-06-29,PL-001,251.64,281.84,1004.46
2026-06-28,PL-001,266.31,298.27,1146.66
2026-06-27,PL-001,135.36,151.6,742.13
2026-06-26,PL-001,236.91,265.34,1237.4
2026-06-28,PL-001,128.81,144.27,724.41
2026-06-30,PL-001,269.09,301.38,965.19
2026-06-28,PL-001,234.26,262.37,797.8
2026-06-28,PL-001,205.34,229.98,1280.25
2026-06-27,PL-001,218.69,244.93,1086.3
2026-06-25,PL-001,166.77,186.78,1327.77
2026-06-28,PL-001,223.59,250.42,886.67
2026-06-27,PL-001,230.35,257.99,667.84
2026-06-30,PL-001,226.3,253.46,672.44
2026-06-30,PL-001,147.86,165.6,1306.55
2026-06-29,PL-001,158.81,177.87,849.42
2026-06-29,PL-001,271.94,304.57,1092.7
2026-06-26,PL-001,140.19,157.01,1303.53
2026-07-01,PL-001,145.0,162.4,1163.15
2026-06-26,PL-001,148.34,166.14,894.82
2026-06-28,PL-001,219.18,245.48,1147.31
2026-06-25,PL-001,240.95,269.86,714.94
2026-06-26,PL-001,263.44,295.05,622.42
2026-06-28,PL-001,133.88,149.95,656.07
2026-06-26,PL-001,172.69,193.41,1199.81
2026-07-01,PL-001,165.16,184.98,830.86
2026-06-27,PL-001,193.33,216.53,0.0
2026-06-28,PL-001,152.06,170.31,1128.59
2026-06-29,PL-001,242.16,271.22,1345.35
2026-07-01,PL-001,159.38,178.51,631.67
2026-06-29,PL-001,199.48,223.42,1228.83
2026-06-30,PL-001,145.92,163.43,1104.57
2026-06-25,PL-001,228.22,255.61,799.7
2026-06-27,PL-001,150.14,168.16,1002.57
2026-06-28,PL-001,219.71,246.08,1005.13
2026-06-27,PL-001,272.66,305.38,851.64
2026-06-30,PL-001,160.45,179.7,934.34
2026-06-28,PL-001,191.28,214.23,971.12
2026-06-26,PL-001,253.2,283.58,1051.16
2026-06-27,PL-001,164.32,184.04,0.0
2026-06-29,PL-001,250.68,280.76,682.31
2026-06-28,PL-001,276.8,310.02,910.32
2026-06-28,PL-001,-50.0,-56.0,1261.87
2026-06-29,PL-001,163.45,183.06,1147.33
2026-06-30,PL-001,186.7,209.1,1220.5
2026-06-25,PL-001,174.65,195.61,921.16
2026-06-30,PL-001,256.13,286.87,1233.88
2026-06-25,PL-001,227.87,255.21,1230.38
2026-06-30,PL-001,133.49,149.51,752.6
2026-07-01,PL-001,260.63,291.91,1056.07
2026-06-29,PL-001,255.25,285.88,1336.2
2026-06-25,PL-001,179.77,201.34,1180.53
2026-06-28,PL-001,210.84,236.14,739.25
2026-06-26,PL-001,137.77,154.3,1152.02
2026-06-25,PL-001,125.86,140.96,994.41
2026-06-29,PL-001,191.27,214.22,1330.09
2026-06-25,PL-001,229.67,257.23,649.06
2026-07-01,PL-001,127.27,142.54,1037.75
2026-06-27,PL-001,143.07,160.24,794.45
2026-06-29,PL-001,223.92,250.79,0.0
2026-07-01,PL-001,217.93,244.08,846.12
2026-06-29,PL-001,199.8,223.78,828.49
2026-06-29,PL-001,159.36,178.48,1062.23
2026-07-01,PL-001,240.72,269.61,880.86
2026-06-26,PL-001,185.24,207.47,1252.16
2026-07-01,PL-001,251.33,281.49,652.25
2026-06-30,PL-001,187.93,210.48,797.19
2026-06-25,PL-001,189.98,212.78,871.45
2026-06-26,PL-001,227.55,254.86,956.55
2026-06-27,PL-001,177.25,198.52,1053.59
2026-06-28,PL-001,164.17,183.87,750.42
2026-06-27,PL-001,-50.0,-56.0,603.81
2026-06-28,PL-001,15000.0,16800.0,673.31
2026-06-27,PL-001,247.51,277.21,1319.6
2026-06-25,PL-001,152.55,170.86,740.06
2026-06-28,PL-001,174.58,195.53,1307.57
2026-07-01,PL-001,272.18,304.84,747.82
2026-06-27,PL-001,160.77,180.06,1147.39
2026-06-26,PL-001,261.45,292.82,1000.13
2026-06-26,PL-001,256.0,286.72,730.85
2026-06-27,PL-001,166.62,186.61,1279.7
2026-07-01,PL-001,263.99,295.67,1285.99
2026-06-28,PL-001,225.42,252.47,1045.8
2026-07-01,PL-001,184.21,206.32,1100.31
2026-06-25,PL-001,148.39,166.2,1234.24
2026-06-27,PL-001,258.06,289.03,715.65
2026-07-01,PL-001,229.57,257.12,1310.39
2026-06-28,PL-001,179.22,200.73,1276.11
2026-07-01,PL-001,146.96,164.6,764.33
2026-07-01,PL-001,232.37,260.25,1250.77
2026-07-01,PL-001,221.91,248.54,1114.77
2026-07-01,PL-001,211.17,236.51,862.16
2026-06-29,PL-001,150.46,168.52,719.35
2026-06-29,PL-001,262.2,293.66,1387.18
2026-06-26,PL-001,242.67,271.79,1337.22
2026-06-28,PL-001,132.74,148.67,848.82
2026-06-28,PL-001,267.43,299.52,778.58
2026-07-01,PL-001,172.68,193.4,1150.47
2026-06-30,PL-001,219.42,245.75,1249.07
2026-06-25,PL-001,243.53,272.75,854.92
2026-06-29,PL-001,146.24,163.79,715.11
2026-06-29,PL-001,136.74,153.15,944.87
2026-06-25,PL-001,196.58,220.17,670.54
2026-06-25,PL-001,171.86,192.48,904.53
2026-06-30,PL-001,139.1,155.79,1008.08
2026-06-30,PL-001,212.85,238.39,714.54
2026-06-26,PL-001,262.74,294.27,1357.88
2026-06-29,PL-001,199.29,223.2,1239.39
2026-06-28,PL-001,204.84,229.42,1161.9
2026-06-30,PL-001,136.31,152.67,1070.39
2026-06-29,PL-001,194.01,217.29,962.01
2026-06-25,PL-001,273.86,306.72,1087.11
2026-06-30,PL-001,138.62,155.25,830.02
2026-06-28,PL-001,176.57,197.76,708.25
2026-07-01,PL-001,232.7,260.62,782.75
2026-06-25,PL-001,227.07,254.32,1347.89
2026-07-01,PL-001,158.73,177.78,1385.78
2026-06-28,PL-001,254.96,285.56,1108.83
2026-07-01,PL-001,225.95,253.06,980.44
2026-06-29,PL-001,200.84,224.94,1082.8
2026-06-30,PL-001,170.7,191.18,1167.84
2026-06-27,PL-001,231.02,258.74,605.92
2026-06-28,PL-001,209.63,234.79,826.26
2026-06-26,PL-001,136.36,152.72,1394.97
2026-06-25,PL-001,159.62,178.77,712.0
2026-06-30,PL-001,250.51,280.57,744.83
2026-06-25,PL-001,157.21,176.08,611.69
2026-06-29,PL-001,140.76,157.65,833.78
2026-06-26,PL-001,161.81,181.23,1320.33
2026-06-26,PL-001,247.02,276.66,926.5
2026-06-26,PL-001,253.27,283.66,890.61
2026-06-28,PL-001,200.0,224.0,1080.0
2026-06-27,PL-001,183.77,205.82,969.62
2026-06-28,PL-001,155.24,173.87,1002.83
2026-06-26,PL-001,234.47,262.61,933.4
2026-07-01,PL-001,194.67,218.03,831.36
2026-07-01,PL-001,124.2,139.1,1036.9
2026-06-25,PL-001,239.74,268.51,648.52
2026-06-26,PL-001,138.31,154.91,1031.93
2026-06-27,PL-001,203.51,227.93,896.29
2026-06-28,PL-001,212.63,238.15,1054.62
2026-06-25,PL-001,255.17,285.79,1362.44
2026-06-25,PL-001,171.28,191.83,838.34
2026-06-25,PL-001,182.78,204.71,892.46
2026-06-28,PL-001,158.87,177.93,1104.67
2026-06-28,PL-001,257.47,288.37,682.67
2026-06-28,PL-001,147.5,165.2,743.53
2026-06-25,PL-001,245.07,274.48,1173.05
2026-06-27,PL-001,174.24,195.15,643.99
2026-06-27,PL-001,273.74,306.59,1271.25
2026-06-29,PL-001,147.95,165.7,608.8
2026-06-26,PL-001,164.55,184.3,625.63
2026-06-27,PL-001,248.43,278.24,817.4
2026-06-29,PL-001,213.04,238.6,857.13
2026-06-27,PL-001,143.64,160.88,797.36
2026-06-30,PL-001,168.13,188.31,821.91
2026-06-27,PL-001,146.77,164.38,907.67
2026-06-28,PL-001,207.27,232.14,1345.28
2026-06-25,PL-001,253.85,284.31,1247.19
2026-07-01,PL-001,218.68,244.92,1109.94
2026-07-01,PL-001,126.98,142.22,1389.17
2026-06-27,PL-001,232.7,260.62,1202.39
2026-06-28,PL-001,123.39,138.2,1079.68
2026-06-30,PL-001,128.08,143.45,1378.36
2026-06-28,PL-001,234.08,262.17,817.94
2026-07-01,PL-001,148.13,165.91,635.8
2026-06-29,PL-001,221.21,247.76,615.54
2026-06-27,PL-001,149.67,167.63,1209.7
2026-06-29,PL-001,243.43,272.64,640.23
2026-06-29,PL-001,239.55,268.3,1129.61
2026-06-27,PL-001,181.67,203.47,896.53
2026-06-26,PL-001,229.7,257.26,1287.95
2026-06-27,PL-001,191.68,214.68,654.9
2026-06-25,PL-001,195.66,219.14,614.45
2026-06-26,PL-001,212.13,237.59,1200.66
2026-06-29,PL-001,208.93,234.0,944.12
2026-06-30,PL-001,127.37,142.65,1318.11
2026-06-29,PL-001,133.72,149.77,780.16
2026-06-30,PL-001,176.01,197.13,1268.74
2026-07-01,PL-001,257.05,287.9,1059.11
2026-06-26,PL-001,125.69,140.77,622.09
2026-06-25,PL-001,134.01,150.09,696.3
2026-06-29,PL-001,203.38,227.79,835.92
2026-06-29,PL-001,122.15,136.81,715.06
2026-06-26,PL-001,245.11,274.52,1102.59
2026-06-25,PL-001,128.1,143.47,789.44
2026-06-25,PL-001,176.22,197.37,0.0
2026-06-26,PL-001,203.77,228.22,1010.86
2026-06-27,PL-001,176.2,197.34,1258.22
2026-06-26,PL-001,279.54,313.08,666.9
2026-06-30,PL-001,193.82,217.08,972.83
2026-07-01,PL-001,126.54,141.72,890.93
2026-06-28,PL-001,203.7,228.14,627.47
2026-06-26,PL-001,222.03,248.67,1268.37
2026-06-27,PL-001,247.6,277.31,1380.24
2026-06-27,PL-001,145.29,162.72,945.87
2026-06-29,PL-001,-50.0,-56.0,820.62
2026-07-01,PL-001,135.7,151.98,692.53
2026-06-27,PL-001,217.27,243.34,801.68
2026-06-27,PL-001,168.24,188.43,1003.79
2026-06-26,PL-001,222.39,249.08,859.68
2026-07-01,PL-001,246.59,276.18,1132.31
2026-06-28,PL-001,273.5,306.32,1204.57
2026-06-27,PL-001,235.07,263.28,1317.55
2026-06-26,PL-001,255.25,285.88,657.14
2026-06-30,PL-001,262.72,294.25,1223.94
2026-06-26,PL-001,239.72,268.49,842.72
2026-06-30,PL-001,139.65,156.41,1357.06
2026-06-26,PL-001,216.77,242.78,700.64
2026-06-29,PL-001,223.33,250.13,1392.29
2026-06-30,PL-001,273.05,305.82,1238.78
2026-06-27,PL-001,226.21,253.36,1086.18
2026-07-01,PL-001,162.32,181.8,948.49
2026-06-28,PL-001,208.75,233.8,738.0
2026-06-28,PL-001,168.86,189.12,790.55
2026-06-29,PL-001,199.13,223.03,602.79
2026-06-29,PL-001,202.48,226.78,1277.07
2026-06-30,PL-001,243.03,272.19,1060.31
2026-06-25,PL-001,126.42,141.59,711.45
2026-06-28,PL-001,201.72,225.93,1172.44
2026-06-30,PL-001,163.63,183.27,1332.19
2026-06-27,PL-001,177.02,198.26,671.05
2026-07-01,PL-001,222.31,248.99,1154.42
2026-06-25,PL-001,229.03,256.51,1065.73
2026-06-30,PL-001,254.72,285.29,715.42
2026-06-30,PL-001,175.69,196.77,971.41
2026-06-25,PL-001,163.28,182.87,744.89
2026-07-01,PL-001,140.9,157.81,787.33
2026-06-28,PL-001,127.15,142.41,993.67
2026-07-01,PL-001,245.22,274.65,828.86
2026-06-26,PL-001,130.33,145.97,632.27
2026-06-27,PL-001,257.94,288.89,1320.25
2026-06-29,PL-001,140.99,157.91,870.84
2026-06-27,PL-001,209.57,234.72,653.1
2026-06-25,PL-001,185.27,207.5,1070.39
2026-06-29,PL-001,206.98,231.82,924.68
2026-06-30,PL-001,133.54,149.56,810.52
2026-06-25,PL-001,179.94,201.53,1155.31
2026-06-27,PL-001,218.44,244.65,1250.63
2026-07-01,PL-001,253.34,283.74,975.74
2026-06-26,PL-001,274.25,307.16,709.11
2026-06-26,PL-001,151.68,169.88,1235.54
2026-06-30,PL-001,153.29,171.68,713.62
2026-07-01,PL-001,140.85,157.75,637.26
2026-06-30,PL-001,138.62,155.25,631.36
2026-06-26,PL-001,273.97,306.85,857.98
2026-06-29,PL-001,171.36,191.92,1210.87
2026-06-27,PL-001,214.45,240.18,1150.91
2026-06-25,PL-001,200.58,224.65,1069.6
2026-06-25,PL-001,235.22,263.45,1274.57
2026-06-26,PL-001,130.64,146.32,897.56
2026-06-28,PL-001,213.53,239.15,724.96
2026-06-27,PL-001,203.72,228.17,1364.37
2026-06-26,PL-001,130.54,146.2,671.15
2026-06-26,PL-001,217.41,243.5,1191.81
2026-06-30,PL-001,193.38,216.59,931.45
2026-06-27,PL-001,274.88,307.87,965.29
2026-06-25,PL-001,127.4,142.69,719.19
2026-07-01,PL-001,136.3,152.66,1041.47
2026-06-29,PL-001,131.77,147.58,736.95
2026-06-29,PL-001,152.2,170.46,1263.4
2026-06-30,PL-001,238.32,266.92,711.21
2026-07-01,PL-001,238.35,266.95,1094.65
2026-06-26,PL-001,197.34,221.02,948.66
2026-06-25,PL-001,270.69,303.17,765.56
2026-06-27,PL-001,224.87,251.85,1166.29
2026-07-01,PL-001,269.74,302.11,744.02
2026-07-01,PL-001,246.77,276.38,1379.45
2026-06-29,PL-001,166.36,186.32,1291.47
2026-06-29,PL-001,199.54,223.48,1184.24
2026-06-25,PL-001,201.45,225.62,1094.32
2026-06-28,PL-001,272.09,304.74,897.93
2026-06-27,PL-001,170.92,191.43,641.69
2026-06-28,PL-001,194.36,217.68,1090.02
2026-06-28,PL-001,196.64,220.24,1199.73
2026-06-30,PL-001,218.42,244.63,888.81
2026-06-28,PL-001,205.11,229.72,1160.75
2026-06-27,PL-001,161.76,181.17,634.2
2026-06-26,PL-001,174.58,195.53,804.89
2026-06-26,PL-001,227.33,254.61,763.75
2026-06-27,PL-001,238.34,266.94,701.4
2026-06-25,PL-001,250.18,280.2,965.03
2026-06-26,PL-001,255.25,285.88,1399.76
2026-06-30,PL-001,191.84,214.86,1295.74
2026-07-01,PL-001,236.26,264.61,752.01
2026-06-25,PL-001,171.32,191.88,1158.81
2026-06-26,PL-001,203.54,227.96,619.25
2026-06-28,PL-001,240.18,269.0,684.36
2026-06-27,PL-001,121.76,136.37,794.26
2026-06-30,PL-001,129.1,144.59,892.28
2026-06-26,PL-001,255.45,286.1,1386.79
2026-06-28,PL-001,173.76,194.61,1081.89
2026-06-25,PL-001,268.53,300.75,872.23
2026-06-28,PL-001,202.3,226.58,793.31
2026-06-26,PL-001,120.45,134.9,689.3
2026-06-30,PL-001,0.0,0.0,627.88
2026-06-30,PL-001,229.33,256.85,740.22
2026-07-01,PL-001,250.63,280.71,923.99
2026-06-29,PL-001,146.86,164.48,1264.75
2026-06-28,PL-001,236.3,264.66,1049.14
2026-06-27,PL-001,270.76,303.25,1209.05
2026-06-26,PL-001,204.78,229.35,1252.02
2026-06-26,PL-001,231.23,258.98,731.52
2026-06-28,PL-001,161.53,180.91,1388.08
2026-06-29,PL-001,172.36,193.04,1335.19
2026-06-28,PL-001,146.43,164.0,935.24
2026-06-25,PL-001,143.5,160.72,733.79
2026-07-01,PL-001,189.98,212.78,1168.62
2026-06-25,PL-001,169.36,189.68,850.06
2026-06-27,PL-001,266.39,298.36,1133.01
2026-06-27,PL-001,122.58,137.29,1254.67
2026-06-30,PL-001,275.36,308.4,682.78
2026-06-25,PL-001,216.4,242.37,1106.06
2026-06-27,PL-001,136.33,152.69,1317.71
2026-06-27,PL-001,266.39,298.36,1133.01
2026-06-30,PL-001,139.45,156.18,748.24
2026-06-28,PL-001,235.01,263.21,1176.84
2026-06-27,PL-001,192.17,215.23,843.67
2026-07-01,PL-001,217.67,243.79,1216.99
2026-06-30,PL-001,171.82,192.44,1270.86
2026-07-01,PL-001,193.39,216.6,918.77
2026-06-26,PL-001,187.19,209.65,680.25
2026-06-27,PL-001,198.88,222.75,1009.08
2026-06-25,PL-001,129.0,144.48,1174.34
2026-06-30,PL-001,123.86,138.72,1067.53
2026-06-27,PL-001,245.33,274.77,721.29
2026-06-28,PL-001,159.01,178.09,980.98
2026-06-26,PL-001,147.47,165.17,1058.13
2026-06-27,PL-001,223.15,249.93,954.87
2026-06-29,PL-001,248.08,277.85,932.91
2026-06-25,PL-001,125.37,140.41,726.19
2026-06-30,PL-001,214.9,240.69,1345.61
2026-06-26,PL-001,180.19,201.81,872.22
2026-06-29,PL-001,216.03,241.95,1266.13
2026-06-26,PL-001,158.35,177.35,1243.94
2026-06-26,PL-001,172.61,193.32,1069.85
2026-06-28,PL-001,185.85,208.15,1114.83
2026-06-28,PL-001,222.79,249.52,1278.29
2026-06-30,PL-001,246.64,276.24,794.45
2026-06-28,PL-001,227.03,254.27,945.37
2026-06-25,PL-001,273.81,306.67,992.47
2026-07-01,PL-001,222.55,249.26,1209.01
2026-06-30,PL-001,232.86,260.8,785.04
2026-06-26,PL-001,131.49,147.27,816.16
2026-06-28,PL-001,123.62,138.45,1385.79
2026-06-25,PL-001,138.1,154.67,1140.04
2026-06-30,PL-001,258.43,289.44,1223.67
2026-06-27,PL-001,215.78,241.67,983.64
2026-06-30,PL-001,194.61,217.96,727.77
2026-06-30,PL-001,144.95,162.34,1237.74
2026-06-26,PL-001,260.7,291.98,909.89
2026-06-27,PL-001,159.98,179.18,1280.29
2026-06-29,PL-001,225.26,252.29,700.66
2026-06-30,PL-001,266.7,298.7,775.43
2026-06-27,PL-001,268.29,300.48,643.41
2026-06-26,PL-001,261.94,293.37,1126.09
2026-06-28,PL-001,168.77,189.02,883.39
2026-06-25,PL-001,220.16,246.58,1381.33
2026-06-29,PL-001,174.98,195.98,1219.57
2026-06-25,PL-001,200.09,224.1,1023.22
2026-06-26,PL-001,277.95,311.3,1322.83
2026-06-27,PL-001,252.55,282.86,899.02
2026-06-26,PL-001,235.4,263.65,722.47
2026-06-28,PL-001,266.79,298.8,1165.25
2026-06-25,PL-001,140.51,157.37,1077.1
2026-06-26,PL-001,178.69,200.13,1225.48
2026-06-25,PL-001,169.56,189.91,995.14
2026-06-30,PL-001,176.84,198.06,995.57
2026-06-29,PL-001,150.85,168.95,907.46
2026-06-30,PL-001,145.66,163.14,1308.31
2026-06-28,PL-001,218.5,244.72,1399.4
2026-06-29,PL-001,163.12,182.69,1225.15
2026-06-25,PL-001,260.94,292.25,1389.01
2026-06-28,PL-001,155.95,174.66,1317.41
2026-06-25,PL-001,133.5,149.52,628.69
2026-06-30,PL-001,267.79,299.92,798.59
2026-07-01,PL-001,256.88,287.71,1295.99
2026-06-30,PL-001,0.0,0.0,917.65
2026-06-29,PL-001,235.56,263.83,1192.76
2026-06-28,PL-001,252.49,282.79,825.38
2026-06-25,PL-001,185.94,208.25,662.77
2026-06-30,PL-001,223.25,250.04,1003.71
2026-06-27,PL-001,267.95,300.1,1396.23
2026-06-28,PL-001,141.22,158.17,1148.94
2026-06-27,PL-001,203.29,227.68,978.35
2026-07-01,PL-001,213.98,239.66,975.99
2026-06-30,PL-001,185.14,207.36,1385.11
2026-06-27,PL-001,237.6,266.11,669.26
2026-06-27,PL-001,174.26,195.17,855.88
2026-06-26,PL-001,239.22,267.93,1139.43
2026-06-30,PL-001,199.28,223.19,1398.29
2026-06-25,PL-001,228.97,256.45,811.03
2026-06-28,PL-001,137.5,154.0,1355.61
2026-07-01,PL-001,129.44,144.97,1234.94
2026-06-28,PL-001,266.19,298.13,785.13
2026-07-01,PL-001,215.11,240.92,773.01
2026-06-26,PL-001,279.95,313.54,985.26
2026-06-28,PL-001,266.36,298.32,1268.08
2026-06-27,PL-001,230.12,257.73,1372.36
2026-07-01,PL-001,228.12,255.49,1209.32
2026-06-29,PL-001,169.37,189.69,732.45
2026-06-30,PL-001,134.06,150.15,1181.4
2026-06-30,PL-001,207.01,231.85,0.0
2026-06-29,PL-001,250.66,280.74,1253.3
2026-06-27,PL-001,137.77,154.3,960.94
2026-06-25,PL-001,256.39,287.16,1282.24
2026-07-01,PL-001,204.22,228.73,722.94
2026-06-29,PL-001,201.45,225.62,1322.24
2026-06-28,PL-001,276.53,309.71,1329.59
2026-06-28,PL-001,186.62,209.01,1320.3
2026-06-30,PL-001,261.41,292.78,1178.58
2026-06-30,PL-001,243.54,272.76,1368.33
2026-06-29,PL-001,219.75,246.12,763.97
2026-06-27,PL-001,204.36,228.88,1257.12
2026-06-28,PL-001,191.72,214.73,1145.67
2026-06-28,PL-001,144.55,161.9,1310.13
2026-06-29,PL-001,173.56,194.39,1147.71
2026-06-26,PL-001,277.75,311.08,958.5
2026-06-28,PL-001,192.8,215.94,855.26
2026-07-01,PL-001,264.98,296.78,948.53
2026-06-27,PL-001,148.72,166.57,888.8
2026-06-29,PL-001,149.27,167.18,605.46
2026-07-01,PL-001,154.56,173.11,0.0
2026-06-25,PL-001,245.56,275.03,1056.03
2026-06-30,PL-001,156.51,175.29,1340.99
2026-06-28,PL-001,134.62,150.77,688.11
2026-06-30,PL-001,248.63,278.47,676.58
2026-06-30,PL-001,150.1,168.11,1099.36
2026-06-28,PL-001,183.26,205.25,800.84
2026-06-26,PL-001,242.28,271.35,1027.69
2026-06-25,PL-001,156.56,175.35,640.44
2026-06-28,PL-001,200.35,224.39,914.07
2026-06-26,PL-001,173.29,194.08,652.03
2026-06-29,PL-001,234.76,262.93,1044.56
2026-06-30,PL-001,168.04,188.2,852.02
2026-07-01,PL-001,131.17,146.91,987.03
2026-06-27,PL-001,145.25,162.68,804.2
2026-06-30,PL-001,245.13,274.55,998.17
2026-06-25,PL-001,192.99,216.15,1114.62
2026-06-26,PL-001,221.8,248.42,1079.86
2026-06-28,PL-001,278.49,311.91,634.53
2026-06-25,PL-001,160.84,180.14,610.38
2026-07-01,PL-001,231.24,258.99,812.88
2026-06-26,PL-001,255.41,286.06,650.79
2026-06-25,PL-001,122.16,136.82,1032.57
2026-06-28,PL-001,257.95,288.9,817.31
2026-06-28,PL-001,215.02,240.82,1035.14
2026-06-28,PL-001,192.44,215.53,1359.95
2026-07-01,PL-001,128.7,144.14,0.0
2026-06-29,PL-001,252.03,282.27,743.1
2026-06-27,PL-001,142.04,159.08,794.26
2026-06-28,PL-001,222.96,249.72,706.71
2026-06-28,PL-001,233.58,261.61,808.99
2026-06-27,PL-001,249.45,279.38,611.94
2026-06-29,PL-001,217.04,243.08,786.79
2026-06-26,PL-001,231.62,259.41,1126.18
2026-06-25,PL-001,149.31,167.23,630.93
2026-06-29,PL-001,161.03,180.35,1252.28
2026-06-25,PL-001,124.57,139.52,1163.66
2026-06-25,PL-001,255.25,285.88,1068.8
2026-06-28,PL-001,145.06,162.47,640.43
2026-07-01,PL-001,219.06,245.35,763.03
2026-07-01,PL-001,240.39,269.24,1294.92
2026-06-26,PL-001,136.9,153.33,756.77
2026-06-28,PL-001,242.91,272.06,730.51
2026-06-26,PL-001,213.18,238.76,944.78
2026-06-27,PL-001,121.3,135.86,993.47
2026-06-28,PL-001,227.91,255.26,1043.74
2026-06-30,PL-001,255.25,285.88,1299.36
2026-06-27,PL-001,143.06,160.23,1052.71
2026-06-29,PL-001,206.17,230.91,932.4
2026-06-27,PL-001,216.85,242.87,990.83
2026-06-26,PL-001,124.61,139.56,1383.93
2026-06-25,PL-001,139.18,155.88,1301.73
2026-06-25,PL-001,237.48,265.98,708.6
2026-06-25,PL-001,251.94,282.17,1345.28
2026-06-27,PL-001,140.19,157.01,607.34
2026-06-26,PL-001,245.53,274.99,706.24
2026-06-25,PL-001,147.94,165.69,1034.35
2026-06-26,PL-001,120.72,135.21,779.5
2026-06-27,PL-001,135.77,152.06,1171.05
2026-06-27,PL-001,131.22,146.97,0.0
2026-06-26,PL-001,190.25,213.08,1328.95
2026-06-27,PL-001,247.17,276.83,1189.67
2026-06-27,PL-001,195.17,218.59,1049.33
2026-07-01,PL-001,207.99,232.95,1164.59
2026-06-27,PL-001,235.15,263.37,1313.26
2026-07-01,PL-001,237.14,265.6,1328.82
2026-06-26,PL-001,152.75,171.08,741.96
2026-06-30,PL-001,167.57,187.68,1330.17
2026-06-29,PL-001,273.92,306.79,1029.35
2026-06-26,PL-001,123.92,138.79,623.02
2026-06-28,PL-001,225.8,252.9,983.54
2026-06-30,PL-001,121.77,136.38,767.46
2026-07-01,PL-001,255.25,285.88,1184.78
2026-07-01,PL-001,268.42,300.63,865.8
2026-06-27,PL-001,198.83,222.69,1116.21
2026-06-26,PL-001,203.61,228.04,891.46
2026-07-01,PL-001,277.81,311.15,1084.49
2026-06-29,PL-001,-50.0,-56.0,864.84
2026-07-01,PL-001,132.42,148.31,939.77
2026-06-29,PL-001,253.1,283.47,1147.86
2026-06-25,PL-001,140.57,157.44,949.67
2026-06-30,PL-001,265.88,297.79,1013.9
2026-06-28,PL-001,174.64,195.6,863.01
2026-06-29,PL-001,252.05,282.3,831.16
2026-06-25,PL-001,219.13,245.43,950.26
2026-06-25,PL-001,237.07,265.52,660.17
2026-06-26,PL-001,191.67,214.67,935.86
2026-06-25,PL-001,137.63,154.15,658.76
2026-07-01,PL-001,244.21,273.52,980.55
2026-06-26,PL-001,172.99,193.75,1320.64
2026-06-28,PL-001,273.37,306.17,848.12
